,0,1,2,3,4,5,6,7,8,9,10
0,0.0003183654334861,0.0003580175107344,0.0126224607229232,0.9118523001670836,0.0005584142054431,0.0635643824934959,0.0078384354710578,0.0022988775745034,0.0003847955376841,0.0002040037070401,3.0
1,0.0042578806169331,0.0002919240214396,4.472482942219358e-06,9.717251487018077e-06,1.5211882100629737e-06,9.765373221171104e-08,5.6886545252154974e-08,3.625114857186418e-07,0.995360791683197,7.320127770071849e-05,8.0
2,0.0008422220707871,0.0015741299139335,1.60234651502833e-06,6.201369615155272e-06,8.280526344606187e-07,2.593297097064351e-07,1.704538448166204e-07,5.912871756663662e-07,0.9959487915039062,0.0016251177294179,8.0
3,0.969537913799286,0.0007283954764716,0.0022911173291504,0.0015446823090314,0.0002089284389512,8.46263938001357e-05,3.0995943234302104e-05,0.0001054382373695,0.0195560790598392,0.0059117544442415,0.0
4,7.174129132181406e-05,3.419728818698786e-05,0.0005789507413282,0.0019048794638365,0.0032804312650114,0.0001604938297532,0.9938924312591552,1.14479398689582e-05,5.0237234972883016e-05,1.5266854461515322e-05,6.0
5,1.4360252862388734e-06,8.419364689871145e-07,0.0001575525384396,0.0001425077061867,1.3768020835414063e-05,5.63499670533929e-05,0.9996252059936525,1.9300368876429275e-06,2.259024256545672e-07,1.784651004754778e-07,6.0
6,0.0006022494053468,0.970207929611206,2.250500801892485e-05,0.0004189856699667,1.983939546335023e-05,0.0002511104685254,1.5709634681115858e-05,9.638399205869064e-05,0.0003849466447718,0.0279804524034261,1.0
7,1.0848581041500438e-05,2.6003738184954277e-06,0.0002330146671738,5.29951139469631e-05,3.169330375385471e-05,1.7096472220146097e-05,0.9996398687362672,7.43685404813732e-06,1.279035473089607e-06,3.191037649230566e-06,6.0
8,2.1973290131427348e-05,4.642011390387779e-06,0.001437600236386,0.9957558512687684,0.0003598234325181,0.0014695118879899,0.0008668942027725,5.9946101828245446e-05,1.6837868315633386e-05,6.851973921584431e-06,3.0
9,1.3644345017382877e-05,0.8221197128295898,1.652099683724373e-07,3.878365930631844e-07,2.4465947490170947e-08,7.052502581927912e-08,5.0293344600049756e-08,3.007000657362369e-07,2.314072298759129e-05,0.1778424233198166,1.0
10,0.955790400505066,0.0001240528945345,0.0082096615806221,0.0035847623366862,0.007620642427355,0.0042843702249228,0.0035481094382703,0.0133129637688398,0.0023256654385477,0.0011995014501735,0.0
11,2.1472378648468293e-06,0.0003217925259377,5.775911748884255e-09,3.3049310843580315e-08,7.4201671473872474e-09,4.63960851959655e-08,4.538617481841811e-09,6.583304923424295e-08,2.2678585082758215e-05,0.9996533393859864,9.0
12,2.5195888156304136e-05,9.432756087335292e-06,0.0005060118855908,0.1726413965225219,0.0021868399344384,0.8164839148521423,0.0024475881364196,0.005679284222424,6.791561645513866e-06,1.356501888949424e-05,5.0
13,1.2072354138581431e-06,3.2372774967370788e-06,7.648953032912686e-05,1.970429002540186e-05,0.0001366668002447,0.0004890583804808,2.8260387807677034e-06,0.999269425868988,5.680636832039454e-07,8.20134005152795e-07,7.0
14,0.0001530813460703,0.009601661004126,5.067042252449028e-07,4.420785444381181e-06,3.092523854775209e-07,7.372242407654994e-07,2.1471880700119077e-06,2.022557055170182e-06,0.0005224520573392,0.9897125959396362,9.0
15,8.734766743145883e-05,2.7797270377050157e-05,7.318308689718833e-06,9.16074213819229e-07,1.3423350537777878e-06,2.261900533540029e-07,0.0001786135399015,7.283109653144493e-07,0.9996769428253174,1.8776458091451783e-05,8.0
