,0,1,2,3,4,5,6,7,8,9,10
0,0.004402885679155588,0.15492334961891174,0.008749684318900108,0.5000464916229248,0.022641753777861595,0.03462417796254158,0.08982999622821808,0.10070273280143738,0.013223124668002129,0.07085585594177246,3.0
1,0.06112832948565483,0.10549817234277725,0.0007557924254797399,0.014027900993824005,0.004666593857109547,0.006340245716273785,0.004818186163902283,0.0011262369807809591,0.6894868612289429,0.1121516227722168,8.0
2,0.04085686802864075,0.06636767089366913,0.0016477123135700822,0.04224459454417229,0.017605455592274666,0.020329434424638748,0.0016975956968963146,0.058408334851264954,0.48165082931518555,0.26919153332710266,8.0
3,0.37520650029182434,0.01970350369811058,0.003433695062994957,0.19409410655498505,0.04599224030971527,0.14744877815246582,0.03551222011446953,0.050110094249248505,0.10187363624572754,0.026625249534845352,0.0
4,0.00916664395481348,0.04140544310212135,0.011928839609026909,0.2140105664730072,0.0668453648686409,0.03671826049685478,0.4777437150478363,0.029181640595197678,0.08176446706056595,0.031235160306096077,6.0
5,0.08071400970220566,0.007772995159029961,0.058251701295375824,0.15447461605072021,0.15361863374710083,0.3180515468120575,0.09522882848978043,0.0944732055068016,0.016260476782917976,0.021153932437300682,6.0
6,0.022523272782564163,0.2946666181087494,0.0004924734239466488,0.027481574565172195,0.007799171842634678,0.04507278650999069,0.03309283405542374,0.011325030587613583,0.015096239745616913,0.5424500107765198,1.0
7,0.016228344291448593,0.21051901578903198,0.0077032893896102905,0.09147123992443085,0.13969795405864716,0.018990036100149155,0.24948735535144806,0.16271932423114777,0.05594223365187645,0.0472412072122097,6.0
8,0.0011041763937100768,0.001321160700172186,0.003022718010470271,0.2651684582233429,0.1232573464512825,0.09330275654792786,0.485259085893631,0.01120997965335846,0.0024902147706598043,0.013864158652722836,3.0
9,0.06468343734741211,0.09525402635335922,0.0005310740089043975,0.021834159269928932,0.01905851811170578,0.012445096857845783,0.04771605134010315,0.008081482723355293,0.5480359196662903,0.18236026167869568,1.0
10,0.08758333325386047,0.005035277456045151,0.0040417881682515144,0.005005227401852608,0.00422209408134222,0.0022605061531066895,0.0005765422247350216,0.002488058293238282,0.8824521899223328,0.006334992125630379,0.0
11,0.026167524978518486,0.10242215543985367,0.00029651037766598165,0.024326050654053688,0.006273979786783457,0.023637380450963974,0.004516884684562683,0.03000316210091114,0.006832905579358339,0.7755234241485596,9.0
12,0.008021811954677105,0.03231804072856903,0.013138099573552608,0.2513655126094818,0.0715542882680893,0.07482144981622696,0.4459660053253174,0.07098817080259323,0.02053436078131199,0.011292272247374058,5.0
13,0.00269576208665967,0.005275539588183165,0.0007046705577522516,0.03274760767817497,0.0016880100592970848,0.8128143548965454,0.0011868923902511597,0.13734227418899536,0.0024260564241558313,0.0031188884750008583,7.0
14,0.011988823302090168,0.2679183781147003,0.010681461542844772,0.07680229842662811,0.05383604019880295,0.0380418561398983,0.0973232239484787,0.040830548852682114,0.010024472139775753,0.3925529420375824,9.0
15,0.09703870117664337,0.03566495701670647,0.003240129677578807,0.18032534420490265,0.1079268530011177,0.022457599639892578,0.17880776524543762,0.07906996458768845,0.018136799335479736,0.2773319184780121,8.0
16,0.0237417072057724,0.04985814541578293,0.0013950602151453495,0.021959805861115456,0.04955126717686653,0.5503250360488892,0.0057584852911531925,0.06554367393255234,0.0159407127648592,0.2159261405467987,5.0
17,0.06222506985068321,0.028343431651592255,0.012220559641718864,0.1604287028312683,0.14031124114990234,0.028850311413407326,0.0812990590929985,0.16601020097732544,0.07767190039157867,0.24263951182365417,7.0
18,0.15144315361976624,0.029101481661200523,0.00017326691886410117,0.0014948463067412376,0.0015283660031855106,0.0025796527042984962,0.0025334565434604883,0.0019445314537733793,0.1660173088312149,0.6431839466094971,8.0
19,0.2758873403072357,0.046213649213314056,0.006491104140877724,0.20144148170948029,0.15386489033699036,0.05086054280400276,0.02213972993195057,0.0918499007821083,0.03762688487768173,0.11362448334693909,6.0
20,0.0030564216431230307,0.0034203114919364452,0.00045392062747851014,0.01575947180390358,0.0031577644404023886,0.14719903469085693,0.00032316221040673554,0.710343599319458,0.00029547669691964984,0.11599081754684448,7.0
